"damas","damas"
"dambum","damburobi"
"dameng","dambaku"
"dameng dai","dambaku diya"
"dameng fad","dambakui fadu"
"damtulem","damtulambi"
"damtuluvum","damtulabumbi"
"damtun","damtun"
"damtun gidam","damtun gidambi"
"damzhilem","damjalambi"
"damzhen","damjan"
"dan","dan"
"dan daverku","dan daburakū"
"dan tulum","dan tulembi"
"danem","danambi"
"danevem","danabumbi"
"dangang","danggang"
"danggan","danggan"
"danglem","dangnambi"
"danglem","danglembi"
"dangs","dangse"
"dangxim","dangsimbi"
"daqi","daci"
"daqilem","dacilambi"
"daqiying","daci ningge"
"dar dar","dar dar"
"darem","darama"
"darevem","darabumbi"
"darzha sizhen","darja sejen"
"darhelem","dargalambi"
"darhui","daruhai"
"darhun","darhūwan"
"dasan","dasan"
"dasan arh","dasan arga"
"dasan yamun","dasan yamun"
"dasim","dasambi"
"dasim","dasame"
"dasim achem","dahūme acambi"
"dasim arem","dahūme arambi"
"dasim dasim","dahūme dahūme"
"dasirhan","dasargan"
"dastem","dastambi"
"das'halan","das'halan"
"dateng","datengge"
"daum","doombi"
"dauqi","dooci"
"dauxi","doosi"
"dauxi nanthun","doosi nantuhūn"
"davan","daban"
"dawei","dawei"
"davel","dabali"
"davem","dabumbi"
"davem","dabumbi"
"davenem","dabanambi"
"daverhan","dabargan"
"davduri","dabduri"
"davkim","dabkimbi"
"davlie","dabala"
"davqiku","dabcikū"
"davsulem","dabsulambi"
"davsulevem","dabsulabumbi"
"davsun","dabsun"
"davxitel","dabsitala"
"davhan","dabagan"
"davker","dabkūri"
"davker ohui","dabkūri ohobi"
"davker yas","dabkūri yasa"
"davkerem","dabkūrambi"
"davkerevem","dabakūrabumbi"
"daye","daye"
"dayim","dayambi"
"dayin","dain"
"dayivem","dayabumbi"
"dahali heth","dahali hethe"
"dahasun","dahasun"
"dahelem","dahalambi"
"dahelji","dahalji"
"dahem","dahambi"
"dahen","dahan"
"dahes'hun","dahas'hūn"
"dahevem","dahabumbi"
"dahum","dahūme"
"dahun dahuni","dahūn dahūni"
"dahur","dahūr"
"def","defu"
"deh","dehe"
"dehdem","dekdembi"
"dehdeni gisun","dekdeni gisun"
"dehdevem","dekdebumbi"
"dehelem","dehelembi"
"dehelevem","dehelebumbi"
"deheme","debeme"
"deheng","dehengge"
"deken","deken"
"delen","delen"
"delhem","delhembi"
"delhendum","delhendumbi"
"delhenduh gisun","delhenduhu gisun"
"delhevem","delhebumbi"
"dembei","dembei"
"dember damber","dember damber"
"demchem","demcembi"
"demen","demun"
"den","den"
"dendem","dendembi"
"dengel dongul","denggele donggolo"
"denglem","denglembi"
"denglo","denglu"
"dengs","dengse"
"dengsen","dengšen"
"dengsilem","dengselembi"
"dengsilevem","dengselebumbi"
"dengsilevem","dengselebumbi"
"dengsim","dengšembi"
"dengzhen","dengjan"
"der","dere"
"der sim","der seme"
"derakulum","darakūlambi"
"derdeng dardang","derdeng dardang"
"derenchum","derencumbi"
"dereng","derengge"
"derey felqin","derei fulcin"
"derey zhulhud","derei julergide"
"dercy hunhan","derei hūntahan"
"derivem","deribumbi"
"derivun","deribun"
"derivun duven","deribun duben"
"derselem","derselembi"
"dervehun","derbehun"
"deserepi","deserepi"
"desungelem","desunggilembi"
"deth","dethe"
"deulem","deolembi"
"devderem","debderembi"
"devenem","debenembi"
"devenevem","debenebumbi"
"dever dever","deber deber"
"deverhen","deberen"
"devsem","debsimbi"
"devsk","debsiku"
"devtelem","debtelembi"
"devtelin","debtelin"
"devtem","debtembi"
"devtevem","debtebumbi"
"devxidem","debsitembi"
"deyetun","deyetun"
"deyim","deyembi"
"deyivem","deyebumbi"
"dehame","dehema"
"diamha","diyamha"
"dian","diyan"
"dianlem","diyanlambi"
"dianglang dianglang","diyanglang diyanglang"
"diarti","dartai"
"diekin","diyakin"
"diekinem","diyakinembi"
"dieking dieking","diyaking diyaking"
"dielim","dalimbi"
"dielin bos","daliyan boso"
"dielivem","dalibumbi"
"diemin","damin"
"dienqilem","dancalambi"
"dienqilevem","dancalabumbi"
"dienqin","dancan"
"dienxin","diyansin"
"dierhim","dargiyambi"
"dierim","darimbi"
"dierivem","daribumbi"
"dierkinzhim","darkiyanjambi"
"dies","diyese"
"dih","dehi"
"dihemu","dehi emu"
"dijik","deijiku"
"dijim","deijimbi"
"dijivem","deijibumbi"
"dinglem","dinglembi"
"dinglevem","dinglebumbi"
"dirhi","derhi"
"dirhi","dergi"
"dirhi tangkan","dergi tangkan"
"dirhida","dergi da"
"dirhida zhakerem","dergi da jakarambi"
"do","do"
"do dolem","do dolombi"
"do bahem","do bahambi"
"doboniu","dobonio"
"dodum","dodombi"
"doihosim","doigomšombi"
"doihond","doigonde"
"dolo","dolo"
"dolum","dolombi"
"dom","dombi"
"dombur","dombur"
"domdokun","domdokūn"
"domnum","domnombi"
"dong dong","dong dong"
"donggurum","donggorombi"
"donhu","donho"
"dor","doro"
"dor erdem","doro erdemu"
"dor yos","doro yoso"
"doruy utku","doroi etuke"
"doruy zhak","doroi jaka"
"dorulum","dorolombi"
"dorun","doron"
"dorung","doronggo"
"dorhun","dorgon"
"dosorhu","dosorho"
"dosum","dosombi"
"dosumbum","dosombumbi"
"dos'hulum","dos'holombi"
"dos'hun","dos'hon"
"dos'hun dasan","dos'hon dasan"
"dos'huluvum","dos'holobumbi"
"doudur arem","doodur arambi"
"dovtolum","dobtolombi"
"dovtoluvum","dobtolobumbi"
"dovtun","dobton"
"dovum","dobombi"
"dohu","dogo"
"dohu zhohun","dogo jugūn"
"dohulun","doholon"
"dohulzhim","doholjombi"
"dohurum","dohorombi"
"dohxin","doksin"
"doku","doko"
"dokulum","dokolombi"
"du","deo"
"duali","duwali"
"dualing","duwalingga"
"duans","duwanse"
"dudum","dedumbi"
"dudur bo","dedure boo"
"duduvum","dedubumbi"
"duhendun","duhendun"
"duhsum","tatambi"
"dubsurum","duksurembi"
"duilem","duilembi"
"duilevem tam","duilebume tuwambi"
"duiqi","duici"
"duisun","duisun"
"duivulem","duibulembi"
"duivulun","duibulen"
"dulba","dulba"
"duldurku","duldurku"
"duldurum","duldurembi"
"dule","dule"
"dulembum","dulembumbi"
"dulembun","dulembun"
"dulemsku","dulemšeku"
"dulenun","dulenun"
"duleyin","duleyin"
"dulhed","dulekede"
"dulingki ani","duleka aniya"
"dulum","dulembi"
"dulur ang","dulere angga"
"duluvum","dulembumbi"
"dundam","dundambi"
"dundan","dundan"
"dung","dung"
"dunga","dungga"
"dungmai","dungmai"
"dungs","dungse"
"dur dar","dur dar"
"dur dur","dur dur"
"durkunzhim","durkunjembi"
"dursuki","dursuki"
"dursuki aku","dursuki akū"
"dursun","dursun"
"durun","durun"
"durun tuaku","durun tuwakū"
"durvo","derhuwe"
"durvo","durbe"
"durvo yonhun","durbe indahūn"
"dutar","dutar"
"dutu","dutu"
"duv","dube"
"duv da","dube da"
"duvei zhechen","dubei jecen"
"duventele","dubentele"
"duvung","dubengge"
"duyin","duin"
"duyin der","duin dere"
"duyin fonge","duin fongge"
"duyin forgun","duin forgon"
"duyin iqi","duin ici"
"duyin hos","duin hošo"
"duha","duha"
"duka","duka"
"dukay sans","dukai sanse"
"därhim","dargiyambi"
"därin","darin"
"dölimba","dulimba"
